Geo Point;Geo Shape;objectid;shape_leng;insee;nomcom;numdep;fusioinsee;nomcomto;st_areasha;st_lengths
48.4687599817,1.93252874595;"{""coordinates"": [[[1.930627997848878, 48.453718268179074], [1.92214896483737, 48.457600286064114], [1.916539440608495, 48.46330732656432], [1.91682576069947, 48.473692459596386], [1.923263082472038, 48.47913116244724], [1.933108438563919, 48.481424252665256], [1.955625494159339, 48.472645523019054], [1.930627997848878, 48.453718268179074]]], ""type"": ""Polygon""}";979;8943.36286916;91145;Chatignonville;91;;Chatignonville;5308016.5;8943.3628691538
48.6035279611,3.01423593373;"{""coordinates"": [[[3.035677189359355, 48.59321364870808], [3.026471181735306, 48.59607653619837], [3.0168013439819, 48.59356862399985], [2.987753015554648, 48.601853768652354], [2.985581642735446, 48.60680985965647], [2.993760521948391, 48.60776405398541], [3.011897161712802, 48.614195128638926], [3.036121255324105, 48.607911655902754], [3.035677189359355, 48.59321364870808]]], ""type"": ""Polygon""}";994;10101.0776435;77119;Clos-Fontaine;77;;Clos-Fontaine;5595652.0;10101.07764354797
49.0702888248,2.23950871871;"{""coordinates"": [[[2.234868070986361, 49.04936782448961], [2.231302714246328, 49.05179088933629], [2.204058875324445, 49.061064056113175], [2.2026844907201, 49.06502038712102], [2.217494539765144, 49.06659241250683], [2.224450265848163, 49.07548547579247], [2.233877745431017, 49.077533122424335], [2.236017552988421, 49.0874466344974], [2.245894338199643, 49.08607931775436], [2.250877875868918, 49.090786138565846], [2.255901123706778, 49.090880274220886], [2.258209028285227, 49.08459138391308], [2.274023265251635, 49.07655043648777], [2.270171870910295, 49.07498053109259], [2.271919506321344, 49.06943421135192], [2.267781979495802, 49.067817521928426], [2.257284228745942, 49.07365172524267], [2.255355108617318, 49.070744429870615], [2.234868070986361, 49.04936782448961]]], ""type"": ""Polygon""}";1005;16518.7115085;95678;Villiers-Adam;95;;Villiers-Adam;10004448.5;16518.71150847125
48.8251475937,2.89871358774;"{""coordinates"": [[[2.917677044565318, 48.825047425365966], [2.904802224123054, 48.819416936828965], [2.893969326340846, 48.808813409570035], [2.87547776852791, 48.81473134209335], [2.889229986597376, 48.82844197366885], [2.892711292122152, 48.83787923064335], [2.907831617934056, 48.83916889395297], [2.918545972612742, 48.83555234172206], [2.917677044565318, 48.825047425365966]]], ""type"": ""Polygon""}";1011;10145.8306885;77466;Tigeaux;77;;Tigeaux;5811889.5;10145.830688508751
48.4379889484,3.20463281198;"{""coordinates"": [[[3.224751324734412, 48.438899140067285], [3.21933376412129, 48.42370530784828], [3.211060633032095, 48.426833093463955], [3.192768272381878, 48.42593758949719], [3.194304108173654, 48.431863738362104], [3.184312798790867, 48.43929270570379], [3.186456628371821, 48.445235941412], [3.198839566564718, 48.45506678458959], [3.205947045035718, 48.44650818890046], [3.215804536804108, 48.446409708110075], [3.224751324734412, 48.438899140067285]]], ""type"": ""Polygon""}";1021;10559.4916703;77434;Saint-Sauveur-lès-Bray;77;;Saint-Sauveur-lès-Bray;6082347.0;10559.491670277293
48.5549501512,2.16049670709;"{""coordinates"": [[[2.157386082004325, 48.53677349662597], [2.155298704655112, 48.53853092930363], [2.155730605985093, 48.54872659939802], [2.144977610070677, 48.55587362029023], [2.138846663506774, 48.56529319975475], [2.167476840666839, 48.56245636611481], [2.18146576430893, 48.56405576685597], [2.173517459333103, 48.551541358920815], [2.157386082004325, 48.53677349662597]]], ""type"": ""Polygon""}";1030;10367.4488932;91106;Breux-Jouy;91;;Breux-Jouy;4498519.0;10367.448893178642
48.9745244717,2.17786777518;"{""coordinates"": [[[2.178105163939221, 48.95976960775183], [2.17815527969416, 48.96351096838568], [2.175023434749355, 48.973246626545475], [2.166353805172909, 48.98147796216275], [2.173923846207282, 48.98656621130608], [2.183437886450421, 48.9793473014932], [2.185514395247172, 48.96366009827297], [2.178105163939221, 48.95976960775183]]], ""type"": ""Polygon""}";1037;6936.4083827;95257;La Frette-sur-Seine;95;;Frette-sur-Seine (la);1911220.5;6936.4083826992955
48.9776259019,3.18079774595;"{""coordinates"": [[[3.184298169480914, 48.95536761417277], [3.174377969610406, 48.96961735335098], [3.160493374858111, 48.967172845305], [3.167041623698511, 48.986083569155426], [3.174134066785972, 48.990587538738694], [3.18565591928947, 48.99527313429235], [3.194953745543181, 48.98944049335289], [3.197171945322345, 48.979869192806284], [3.185432215086914, 48.95556369892644], [3.184298169480914, 48.95536761417277]]], ""type"": ""Polygon""}";1044;11603.9689966;77265;Luzancy;77;;Luzancy;6659571.5;11603.96899657546
48.5633093312,3.28756780085;"{""coordinates"": [[[3.308495470763703, 48.54444148631999], [3.293538409190215, 48.541969554688826], [3.285034329021657, 48.55009531970873], [3.270130602212393, 48.552810793006756], [3.250134021146161, 48.56198501063891], [3.247389369259903, 48.569097187138965], [3.273686979322973, 48.57996905376295], [3.291726498460237, 48.576669858925534], [3.306060898639516, 48.58458579058636], [3.311020661448604, 48.584159145204076], [3.311183822063887, 48.56369405940663], [3.320557959784604, 48.556328792437206], [3.315139083073673, 48.5498124611996], [3.317795799002282, 48.54775438596058], [3.308495470763703, 48.54444148631999]]], ""type"": ""Polygon""}";1053;16653.5416464;77379;Provins;77;;Provins;14788167.5;16653.541646423197
48.998753885,2.05297771853;"{""coordinates"": [[[2.071883805063116, 48.99339209123266], [2.051868131444728, 48.991643886754495], [2.039921366247412, 48.99626108023236], [2.024722630781636, 48.995616934352284], [2.023613730311908, 48.99790106340459], [2.026444956864062, 49.00070281318392], [2.04650165422963, 49.00185304021137], [2.064428878664958, 49.008208027096295], [2.071694219065902, 49.00170883566148], [2.071883805063116, 48.99339209123266]]], ""type"": ""Polygon""}";1072;9032.12927559;78382;Maurecourt;78;;Maurecourt;3553880.0;9032.129275610852
48.702703885,2.33614296581;"{""coordinates"": [[[2.328170150116619, 48.687544980779045], [2.316143346863166, 48.69199204055646], [2.321940274172329, 48.697574938246255], [2.325042593640292, 48.71092273556821], [2.334648392431998, 48.710113199902835], [2.344130876678267, 48.71693867375812], [2.354001955719583, 48.71562533875654], [2.351677731478892, 48.70247151116365], [2.328170150116619, 48.687544980779045]]], ""type"": ""Polygon""}";1075;9622.57418493;91432;Morangis;91;;Morangis;4846052.5;9622.574184940826
48.9396085498,2.17458686513;"{""coordinates"": [[[2.16083879162961, 48.92026952951471], [2.142430773286287, 48.93512178653146], [2.173141489791933, 48.95329658127528], [2.205858346780709, 48.949740742216434], [2.206092558306278, 48.940659429323645], [2.198926852919259, 48.93525192318676], [2.182881353877752, 48.93653752245552], [2.167902216751398, 48.92657803257796], [2.16083879162961, 48.92026952951471]]], ""type"": ""Polygon""}";1082;13008.581216600001;78586;Sartrouville;78;;Sartrouville;8618494.5;13008.581216609016
48.8311007596,2.76323402723;"{""coordinates"": [[[2.776908005866562, 48.80908396722819], [2.763204155816011, 48.807330830555905], [2.755477896918434, 48.814411242598], [2.750955984592769, 48.81457278741787], [2.747899378021768, 48.841205087608046], [2.742705894974972, 48.84721058599579], [2.752336968526274, 48.850675350057294], [2.774425337223676, 48.851042790359735], [2.776537471062974, 48.84471545952796], [2.773157509908386, 48.83862958257232], [2.784713375296714, 48.82811963211568], [2.771869488324391, 48.81851772883733], [2.776908005866562, 48.80908396722819]]], ""type"": ""Polygon""}";1099;13915.1589693;77237;Jossigny;77;;Jossigny;9255669.5;13915.158969239032
48.7048932149,1.62739461782;"{""coordinates"": [[[1.626004820274866, 48.69485356651383], [1.602291785376446, 48.70504019922526], [1.613814594076347, 48.71129177538967], [1.633281416409075, 48.71382826262494], [1.649030399022383, 48.70932988109651], [1.640602799022752, 48.69732377463071], [1.626004820274866, 48.69485356651383]]], ""type"": ""Polygon""}";1103;8479.522066680001;78302;La Hauteville;78;;Hauteville (la);4510152.0;8479.522066686553
48.7910883719,1.85148876174;"{""coordinates"": [[[1.871169124102304, 48.79917718679189], [1.856047377077099, 48.78095408875881], [1.836037959802221, 48.78103966379058], [1.841755254725193, 48.800622726785384], [1.871169124102304, 48.79917718679189]]], ""type"": ""Polygon""}";1113;8165.184161890001;78366;Mareil-le-Guyon;78;;Mareil-le-Guyon;3880921.0;8165.184161890984
48.2874371683,2.53069073747;"{""coordinates"": [[[2.539562830828041, 48.265456703537936], [2.537341645191158, 48.26825530065532], [2.519647351176609, 48.27110899278887], [2.502977495230316, 48.285184341322065], [2.502591434828553, 48.28752208043457], [2.507597513632589, 48.28850575617569], [2.521680771305759, 48.30694533259019], [2.522495728808871, 48.31375063803327], [2.538821994779291, 48.302388698479255], [2.556305158415697, 48.29690412482255], [2.550577848693189, 48.290170403301566], [2.554077375920944, 48.281312095527966], [2.545126675527632, 48.278164863252485], [2.548701870285747, 48.26835318024587], [2.539562830828041, 48.265456703537936]]], ""type"": ""Polygon""}";1121;15088.597761500001;77003;Amponville;77;;Amponville;11516444.5;15088.59776154779
49.083906326,2.19184448916;"{""coordinates"": [[[2.193145931475593, 49.07385868960016], [2.180003427060421, 49.07926375671467], [2.173592146378556, 49.08818466116619], [2.184008249322144, 49.086592338605364], [2.197654436227469, 49.09207921615472], [2.208226071881916, 49.091061306992074], [2.206045370753446, 49.08683880811928], [2.193145931475593, 49.07385868960016]]], ""type"": ""Polygon""}";1125;7180.38808029;95120;Butry-sur-Oise;95;;Butry-sur-Oise;2632202.0;7180.388080271965
49.0007002763,2.14967680776;"{""coordinates"": [[[2.166353805172909, 48.98147796216275], [2.152643349522094, 48.98610305444765], [2.127452767863035, 48.989051940351985], [2.12157386802487, 48.99489922332095], [2.126808839435841, 49.008669060428446], [2.12124314932469, 49.018493169215915], [2.116025149321731, 49.02303199458735], [2.122244661815175, 49.02799644431948], [2.128675693652124, 49.02287268358593], [2.153991786295293, 49.006507709924975], [2.158863949838345, 49.0120453328238], [2.179728674847227, 49.00228904822924], [2.193616161138969, 49.00574634166088], [2.173923846207282, 48.98656621130608], [2.166353805172909, 48.98147796216275]]], ""type"": ""Polygon""}";1131;18244.8968718;95306;Herblay-sur-Seine;95;;Herblay-sur-Seine;12605487.0;18244.896871844612
48.9780282513,2.00877051663;"{""coordinates"": [[[2.003569660274649, 48.94132326065328], [2.002521172373979, 48.95399491980616], [1.996151247482779, 48.96706265639409], [1.997974693354719, 48.97379567151681], [1.993307513716798, 48.98342398993008], [1.982514782663326, 48.992433717964545], [2.004875435032895, 49.010076124652244], [2.00763093417934, 49.008237459464176], [2.023613730311908, 48.99790106340459], [2.024722630781636, 48.995616934352284], [2.020437440635214, 48.99384642722926], [2.026211825029123, 48.984702794300084], [2.023417014224143, 48.978555936975226], [2.028235253402298, 48.959062351609674], [2.008322700987478, 48.94192925180972], [2.003569660274649, 48.94132326065328]]], ""type"": ""Polygon""}";1143;17981.464535199997;78624;Triel-sur-Seine;78;;Triel-sur-Seine;13889429.5;17981.46453519797
48.5270354108,2.27017712838;"{""coordinates"": [[[2.240773205811718, 48.512766708795574], [2.235403341803649, 48.521674520412105], [2.24919284142855, 48.52901331336509], [2.248825676239885, 48.53195272063502], [2.258799631499072, 48.532573078492646], [2.282800003502349, 48.534681421792264], [2.289291893386098, 48.54341953905532], [2.294405488945662, 48.542973204868744], [2.303967509469325, 48.54114040552735], [2.295340735404411, 48.52983557305636], [2.299159973442191, 48.523776799758274], [2.290326475245356, 48.52103454977082], [2.271090975775402, 48.52338308907625], [2.269508694201246, 48.520305690014645], [2.257799669733161, 48.51517729407549], [2.240773205811718, 48.512766708795574]]], ""type"": ""Polygon""}";1162;14411.0154375;91330;Lardy;91;;Lardy;7733177.0;14411.015437485743
49.1669918244,2.00040147185;"{""coordinates"": [[[1.995860194305206, 49.15889980308914], [1.990512655439657, 49.1631619371027], [1.991888849136621, 49.16853228292429], [1.998972650046374, 49.17519094745452], [2.007813394413012, 49.17185643961846], [2.012397486532531, 49.16589696194822], [1.995860194305206, 49.15889980308914]]], ""type"": ""Polygon""}";1164;5044.40229043;95303;Le Heaulme;95;;Heaulme (le);1680475.0;5044.402290450014
48.3095627706,2.00619112268;"{""coordinates"": [[[2.051468166250331, 48.29020915827371], [2.043235863291717, 48.28616575248408], [2.028993552425097, 48.28863215443726], [2.009276322329808, 48.28531936641169], [1.994084718059378, 48.28658587794307], [1.979141369582404, 48.288221508672365], [1.961905159944225, 48.30284638481644], [1.95922723669576, 48.30868957453061], [1.976545300469829, 48.31428435422487], [1.975598211218679, 48.32344503317321], [1.982344482934487, 48.32831706484519], [2.014172236478245, 48.337827033592866], [2.041644386769242, 48.33586609065099], [2.043787116219622, 48.33305813030643], [2.034811329129582, 48.324338462742794], [2.030569569588521, 48.31069907215186], [2.037179941801891, 48.29736412295278], [2.052708364877963, 48.29547390947901], [2.051468166250331, 48.29020915827371]]], ""type"": ""Polygon""}";1170;22578.1493406;91016;Angerville;91;;Angerville;25868549.0;22578.149340665623
48.8153032159,2.31648921432;"{""coordinates"": [[[2.31904946488543, 48.80995199111787], [2.302679655234068, 48.811116778496846], [2.300143619531496, 48.81135378943318], [2.314148423547311, 48.822290551056035], [2.331908932008259, 48.8170127891486], [2.329063222575343, 48.81378604475912], [2.31904946488543, 48.80995199111787]]], ""type"": ""Polygon""}";1176;5685.07798541;92049;Montrouge;92;;Montrouge;1804526.5;5685.077985403989
49.0420868725,2.93051906568;"{""coordinates"": [[[2.914540820845937, 49.01827986558053], [2.901051990899289, 49.02297224319052], [2.898000161679894, 49.02442636474565], [2.903910005984175, 49.030114052198144], [2.903098180824748, 49.04013917259564], [2.915921174381921, 49.043889365506395], [2.921775384928171, 49.05295686085464], [2.933423018593871, 49.05925795792117], [2.940961742041036, 49.071373393839224], [2.945074629214694, 49.077399568233], [2.955256867619721, 49.0783119159963], [2.946988266524346, 49.06647587538769], [2.952740024253968, 49.06155094978258], [2.951619988638272, 49.04479022959405], [2.942290984547459, 49.032872123085134], [2.946892060048856, 49.026777829098556], [2.941498174826833, 49.02042709796475], [2.92095959934979, 49.0226992603949], [2.914540820845937, 49.01827986558053]]], ""type"": ""Polygon""}";1183;18703.755474399997;77173;Étrépilly;77;;Etrépilly;13271911.5;18703.755474380614
48.3717921411,2.24398863454;"{""coordinates"": [[[2.235956999981968, 48.36093322605406], [2.229800691687992, 48.36092035947592], [2.232021342745218, 48.366027236018866], [2.223823914786961, 48.36612677860183], [2.222069765594974, 48.368787464123926], [2.2420959600621, 48.37808538781499], [2.247554295883845, 48.38737821854818], [2.251987030899683, 48.38722632922263], [2.258715758940394, 48.3727202152942], [2.253743039024306, 48.36152343845662], [2.237076375150102, 48.36381057287802], [2.235956999981968, 48.36093322605406]]], ""type"": ""Polygon""}";1190;9798.85709137;91075;Bois-Herpin;91;;Bois-Herpin;4158342.0;9798.857091364827
48.9682249677,2.19921349468;"{""coordinates"": [[[2.205858346780709, 48.949740742216434], [2.173141489791933, 48.95329658127528], [2.178105163939221, 48.95976960775183], [2.185514395247172, 48.96366009827297], [2.183437886450421, 48.9793473014932], [2.204245167505612, 48.99002646729428], [2.205149359876182, 48.983620747100225], [2.228754239386478, 48.97287575174653], [2.225735542248567, 48.971030787219796], [2.20672620015295, 48.95998035486502], [2.205858346780709, 48.949740742216434]]], ""type"": ""Polygon""}";1197;13726.3886936;95176;Cormeilles-en-Parisis;95;;Cormeilles-en-Parisis;8805522.5;13726.388693688348
48.8637030584,2.67576810808;"{""coordinates"": [[[2.682287506280283, 48.84920581523063], [2.662331351245629, 48.8501584135312], [2.665387845234348, 48.86227197261832], [2.662008878593697, 48.87466409355319], [2.673953998830154, 48.87652283001623], [2.680162376432985, 48.87129657626423], [2.694166759216122, 48.873023889073295], [2.696453631985896, 48.86660858795016], [2.677300527888495, 48.857924971479605], [2.682287506280283, 48.84920581523063]]], ""type"": ""Polygon""}";1201;10391.4642723;77438;Saint-Thibault-des-Vignes;77;;Saint-Thibault-des-Vignes;4532246.0;10391.46427228883
48.8837094969,2.23834178314;"{""coordinates"": [[[2.23173634648373, 48.86906948087001], [2.234147783142018, 48.87752083453297], [2.223611532056815, 48.8827680955251], [2.233785235553238, 48.8956761652666], [2.253756950262124, 48.88688989505178], [2.245698308986427, 48.876460996633085], [2.23173634648373, 48.86906948087001]]], ""type"": ""Polygon""}";1212;7917.35659364;92062;Puteaux;92;;Puteaux;3172132.0;7917.356593618074
49.0857837241,2.55227615042;"{""coordinates"": [[[2.545737230936195, 49.070394514318885], [2.533555495909169, 49.07973500776335], [2.529064478109475, 49.07838675506409], [2.524137347460493, 49.084319709637406], [2.524519436814459, 49.09788923552801], [2.530765744533758, 49.096097522076406], [2.530630012565814, 49.09294102488486], [2.540031103817301, 49.09193435787013], [2.549610139852164, 49.09246514759552], [2.550555366844222, 49.09556170954139], [2.55946499895601, 49.09761772994528], [2.576622724983399, 49.092446413116114], [2.58300173148434, 49.080654011125155], [2.569950012956503, 49.07656186210225], [2.55057241404809, 49.07937723744524], [2.545737230936195, 49.070394514318885]]], ""type"": ""Polygon""}";1226;13614.7248713;95580;Saint-Witz;95;;Saint-Witz;7660482.0;13614.724871289649
48.9681925896,1.68567158514;"{""coordinates"": [[[1.699335970963945, 48.95775328396804], [1.67492560579841, 48.96169500812128], [1.665907147554124, 48.96983313708423], [1.665963893296819, 48.97028344608833], [1.686219936897182, 48.978493266359344], [1.69670740145626, 48.978166998534256], [1.697464993727425, 48.96483789236654], [1.702412125265691, 48.96364142558692], [1.699335970963945, 48.95775328396804]]], ""type"": ""Polygon""}";1233;8082.71782048;78354;Magnanville;78;;Magnanville;3798720.0;8082.717820474938
48.5339084489,2.58950755763;"{""coordinates"": [[[2.600735098184952, 48.515834549359916], [2.587834376166476, 48.52057633507219], [2.579341612136599, 48.52928156892614], [2.5608955112323, 48.53565587803923], [2.567435089405928, 48.5442258272917], [2.582072569927204, 48.54689592350922], [2.596554393401111, 48.545335702875605], [2.611346765747545, 48.53648818665883], [2.615030535829309, 48.53473700006264], [2.60882948198527, 48.53074061956295], [2.611623879616338, 48.524677597291486], [2.602093054124466, 48.52246008176862], [2.600735098184952, 48.515834549359916]]], ""type"": ""Polygon""}";1235;11684.358748600001;77039;Boissise-la-Bertrand;77;;Boissise-la-Bertrand;7473271.5;11684.358748605615
49.083629147,2.312333333;"{""coordinates"": [[[2.334604895707002, 49.07530955716819], [2.310415954549569, 49.072547625224615], [2.293297007342775, 49.07840070598872], [2.283744905547563, 49.078263239411044], [2.291228275404014, 49.08655296066013], [2.303007809821331, 49.09219662229962], [2.303447606542781, 49.098187540191084], [2.31242290711931, 49.09769970588162], [2.331673404726791, 49.08612822365917], [2.338772473625186, 49.07692408421886], [2.338639623265995, 49.07660864477007], [2.334604895707002, 49.07530955716819]]], ""type"": ""Polygon""}";1239;10782.212877999998;95353;Maffliers;95;;Maffliers;6446151.0;10782.212878008262
48.764315118,2.41742518222;"{""coordinates"": [[[2.427516640978465, 48.75100697004413], [2.406093269423699, 48.75107322983724], [2.398720893770741, 48.77471810567633], [2.412234864669093, 48.774596481610054], [2.414776748533292, 48.77727121413351], [2.42803141037987, 48.776031263565265], [2.435570211859142, 48.767234895902995], [2.442551918007304, 48.76196112458774], [2.432446951582674, 48.762920883073726], [2.42855291252458, 48.760716725140895], [2.427516640978465, 48.75100697004413]]], ""type"": ""Polygon""}";1246;10700.2981245;94022;Choisy-le-Roi;94;;Choisy-le-Roi;5902363.5;10700.298124517758
48.5768153629,2.50087368249;"{""coordinates"": [[[2.52177167572965, 48.57322388806523], [2.492806002947495, 48.56739174014397], [2.48141354589904, 48.57359457225704], [2.481253208809742, 48.580205607918366], [2.482368683850291, 48.582567292334545], [2.508874108541507, 48.58402894984855], [2.511225050096688, 48.58635946068153], [2.518277028412847, 48.5832577878723], [2.52177167572965, 48.57322388806523]]], ""type"": ""Polygon""}";1248;8372.9044679;91435;Morsang-sur-Seine;91;;Morsang-sur-Seine;4251822.5;8372.904467919014
48.7781596518,1.96049898519;"{""coordinates"": [[[1.973475056444613, 48.75341764067776], [1.967799891283596, 48.756993616643975], [1.964447050779712, 48.76210958918881], [1.951944218819439, 48.75937405464392], [1.952045771936413, 48.76515857167834], [1.947364263333792, 48.76588195661729], [1.936505780837705, 48.779934418093795], [1.941237904321186, 48.79154348264873], [1.956870312735486, 48.78927042836933], [1.970042220080281, 48.79986324349862], [1.985935301151127, 48.79964836079831], [1.970907900700632, 48.78565941541997], [1.976015743946484, 48.77230136582261], [1.973507485349807, 48.76560579477483], [1.978059992020162, 48.7596363665733], [1.973475056444613, 48.75341764067776]]], ""type"": ""Polygon""}";1256;15838.815612;78208;Élancourt;78;;Elancourt;9392707.0;15838.81561200149
48.5924280148,1.97977823093;"{""coordinates"": [[[1.958298925586164, 48.57589513573364], [1.953868164959699, 48.57713371740051], [1.950496993273147, 48.58637903337349], [1.955721046816828, 48.59504320103635], [1.959224603792468, 48.60505042200321], [1.966707662115996, 48.60940665157067], [1.986718725743442, 48.6086160720339], [2.004067710670114, 48.60225843926802], [2.009650894728839, 48.598940549679156], [2.010950235740966, 48.58902882639966], [2.002480211887565, 48.58092469154353], [1.958298925586164, 48.57589513573364]]], ""type"": ""Polygon""}";1276;13326.7407594;78522;Rochefort-en-Yvelines;78;;Rochefort-en-Yvelines;12482343.0;13326.740759419075
48.9565680166,3.16343930327;"{""coordinates"": [[[3.183537431433973, 48.944874576275105], [3.170297049890481, 48.94967811807251], [3.167052890502322, 48.94708385745256], [3.1525103533529, 48.946221976509385], [3.150689619384419, 48.94921877336252], [3.13708712257359, 48.95289502401531], [3.140557958947997, 48.95894289375245], [3.160493374858111, 48.967172845305], [3.174377969610406, 48.96961735335098], [3.184298169480914, 48.95536761417277], [3.183537431433973, 48.944874576275105]]], ""type"": ""Polygon""}";1277;10391.8902492;77388;Reuil-en-Brie;77;;Reuil-en-Brie;6025483.0;10391.890249151427
48.8287176845,2.36246822852;"{""coordinates"": [[[2.343909438065682, 48.81575714610157], [2.342031572330786, 48.83830317558654], [2.351573383125363, 48.83683535107211], [2.365944019143637, 48.844907723861084], [2.390069237832735, 48.82569680951253], [2.364207015719043, 48.81639743914582], [2.356354375206668, 48.815959695907644], [2.352867224066927, 48.81821631152152], [2.343909438065682, 48.81575714610157]]], ""type"": ""Polygon""}";1278;11201.2489508;75113;Paris 13e  Arrondissement;75;;Paris 13ème;7049888.0;11201.248950782552
48.8927350746,2.34871193387;"{""coordinates"": [[[2.327115254528242, 48.883484486689106], [2.329983250052526, 48.90116329738005], [2.351872524767704, 48.90152656580722], [2.365839954946483, 48.90161032826241], [2.370286443740822, 48.901651775250755], [2.371273107220049, 48.89563154752747], [2.364673564731968, 48.884292229428034], [2.349545307310846, 48.88362643315055], [2.327115254528242, 48.883484486689106]]], ""type"": ""Polygon""}";1283;9713.1398857;75118;Paris 18e  Arrondissement;75;;Paris 18ème;5813451.5;9713.13988570962
48.8594154976,2.37874106024;"{""coordinates"": [[[2.39911428441608, 48.84810075930867], [2.369018230803883, 48.853225030730016], [2.368401725373699, 48.85573996195294], [2.363856758564781, 48.86743436510144], [2.377012647123743, 48.87191931652077], [2.39911428441608, 48.84810075930867]]], ""type"": ""Polygon""}";1285;8098.34582561;75111;Paris 11e  Arrondissement;75;;Paris 11ème;3302139.5;8098.345825613031
48.854444414,1.86989017513;"{""coordinates"": [[[1.874862143377978, 48.83437128383238], [1.865589447956274, 48.83161237808648], [1.85151055816029, 48.83433820986674], [1.846622179168363, 48.82866968713476], [1.841537490679322, 48.82881841644327], [1.839218874828546, 48.83016308220408], [1.841905888831507, 48.84350974380353], [1.847271640140619, 48.84920096445473], [1.837521034148485, 48.856814659388625], [1.838398469990262, 48.87125874613961], [1.857293982290193, 48.87194430047556], [1.874663272220976, 48.87702856892519], [1.883102619566446, 48.874535338148135], [1.912716944718803, 48.860849357593956], [1.903044100347342, 48.84635252947635], [1.893278662046767, 48.84737786477869], [1.888578764430072, 48.84665973104182], [1.882091589324725, 48.834609966105404], [1.874862143377978, 48.83437128383238]]], ""type"": ""Polygon""}";11;19014.3901821;78062;Beynes;78;;Beynes;19004426.0;19014.390182169012
48.8785255196,3.36521259688;"{""coordinates"": [[[3.391986358268158, 48.83737501522251], [3.37854393674107, 48.83986453113288], [3.354935311044212, 48.838282116872456], [3.352727693823895, 48.854314853628175], [3.361121388242065, 48.86197907983944], [3.359506935260709, 48.86505063745889], [3.326203091706263, 48.89942764995994], [3.330199223018051, 48.907959957190435], [3.361698351399775, 48.91955967387056], [3.367426505937495, 48.92880477995219], [3.375156971327011, 48.90878083848928], [3.370313330445541, 48.895288518665915], [3.38094971057151, 48.88753913650618], [3.382320406113289, 48.87363140523097], [3.386832718701552, 48.87174632569711], [3.405842070740801, 48.87588320285715], [3.398898010351639, 48.86641871147295], [3.395133590873997, 48.86434476440116], [3.392681876200904, 48.84831773994174], [3.397549567974464, 48.83976690478785], [3.391986358268158, 48.83737501522251]]], ""type"": ""Polygon""}";15;28488.5271554;77492;Verdelot;77;;Verdelot;25863563.5;28488.527155380176
48.6132802659,3.18867013389;"{""coordinates"": [[[3.21854066122073, 48.6522778380424], [3.232117626239477, 48.63420837577118], [3.237278280508232, 48.611071892677515], [3.223678581012097, 48.606123888391046], [3.220299665104486, 48.59608252683778], [3.233570033856652, 48.58562268059354], [3.221547051676278, 48.57999658515909], [3.215925002524959, 48.58098741416498], [3.20642907544114, 48.57949304262256], [3.20412953160281, 48.57036667066224], [3.191239263406632, 48.56665497548527], [3.184531407427759, 48.57082146533113], [3.165588198662669, 48.57273837482213], [3.167690433863875, 48.57735006932355], [3.172587324809459, 48.57828758261544], [3.164643368952036, 48.58696135182343], [3.140189861753834, 48.59949607462335], [3.149271732301855, 48.60738280559294], [3.12297332538464, 48.625645902295986], [3.162018996240194, 48.637130755714736], [3.17353891990901, 48.64457131477507], [3.176573649844253, 48.65492891894809], [3.190253789924685, 48.64987076141376], [3.203496575542518, 48.655191814140096], [3.21854066122073, 48.6522778380424]]], ""type"": ""Polygon""}";32;28214.998338999998;77109;Chenoise-Cucharmoy;77;77109-77149;Chenoise-Cucharmoy;49017471.0;32227.089252203077
49.0367930626,2.80251354691;"{""coordinates"": [[[2.806359889910541, 49.01459332316308], [2.800648241985168, 49.01748836108112], [2.782012745720865, 49.02767971443824], [2.772426459725233, 49.02789571621945], [2.769159357535804, 49.03383305495178], [2.773976307038935, 49.03938113035403], [2.760515447345947, 49.04295172727902], [2.77287497816128, 49.04727375146558], [2.786975268422118, 49.04793799049387], [2.80534961400675, 49.05436220133779], [2.821153884292031, 49.053514584264185], [2.833658424611049, 49.044828663667296], [2.835401471124388, 49.038653780499054], [2.825266899752448, 49.02650957739294], [2.806359889910541, 49.01459332316308]]], ""type"": ""Polygon""}";36;15697.2659905;77437;Saint-Soupplets;77;;Saint-Soupplets;14088377.5;15697.265990539125
48.8416858718,3.3240177722;"{""coordinates"": [[[3.354935311044212, 48.838282116872456], [3.347469186262171, 48.834185032487085], [3.347728584329356, 48.82405757771895], [3.343940240426813, 48.821712219160936], [3.328586154330093, 48.82315839101899], [3.31372624212599, 48.82311735717716], [3.308058057091325, 48.82735905238344], [3.293061714089588, 48.82748667586822], [3.289027170915934, 48.83684070581709], [3.29731062496732, 48.84881757822649], [3.307554175385924, 48.862011816933304], [3.332739089213279, 48.85924646797629], [3.339729448259222, 48.854811122498255], [3.349353706389929, 48.857220595682335], [3.359506935260709, 48.86505063745889], [3.361121388242065, 48.86197907983944], [3.352727693823895, 48.854314853628175], [3.354935311044212, 48.838282116872456]]], ""type"": ""Polygon""}";60;18062.7696407;77030;Bellot;77;;Bellot;16342552.5;18062.76964067373
